model,id,n_tokens,doc_ppl
base,a8a104305d4232fef50b18c8e27bc31c,1023,7.2565
base,3d085fda8b8e96139df27aaee0e82e55,1023,4.0645
base,3d6a4e6ed9a79fc5729798e4fecc0db5,1023,9.8116
base,60e4080ffd659a62b34c47cd67cbbf84,161,9.3659
base,aaa1431f9b06c80763a3c9c11b8684af,1023,14.9965
base,2814b4b3bd36f77aaca17f138f588866,1023,5.8416
base,ae29c8abd0f2b1f05a212cbf410f3a6d,1023,5.944
base,764dc5f9a389b5831f02b51737c61b97,1023,4.677
base,230d89b0a09f200d017393dda6f6aa20,1023,9.4322
base,ad8148e98416777682dbfbb0f7c1719b,1023,11.385
base,8b45aabe396e78a90260740684ef7e2c,1023,7.731
base,2fce06caec6a5c5ba7cd4c8ef65a0105,1023,4.8743
base,e21a4c5d156d5c17caad722930836eff,1023,16.9544
base,feaadd69576f9a0d8b20983db913671f,1023,13.792
base,213164ca1db758478c069b507ca2be7b,519,6.8061
base,77c2aad3463eafd3cdf169e5932214c0,1023,3.4389
base,cab6cddbd2984c216eaa52affeed0ea5,1023,6.9883
base,ea3156cd04b51c8dec047ded8c0bfb76,1023,4.5221
base,86e16dba73d128fe7ef7c7cb9624be45,1023,2.6863
base,d866e081637ff5eee7527729dcfb9ba7,1023,3.9001
base,6bfa80875bf05127449e2e598b8d2d12,1023,13.3207
base,39d369b6485b8dd800d282c2ab4bbb4e,1023,10.9512
base,ed2228d9cc76c05c5f0f5cfae82cd636,1023,11.8713
base,0ce1910a8fa721b5d9634398099307ff,1023,3.6518
base,86e097a2a0cac4d340ef205acede26c8,1023,13.9582
base,95ab49dcc6c1df064becb7c11d139db6,1023,16.9971
base,06e8bb0729c08484b5668234d51ffae1,1023,7.9034
base,a606586be34f7c2b525e57a929bcfb1a,1023,7.8682
base,2c758c76da8efa01dde8aa3f374e37a9,1023,8.6869
base,0c271d97bd42b042efa8f7129f29677d,1023,6.6417
base,d1a5326efed26d75ce02e6bcb1d02a7d,1023,6.9888
base,c965caefb828b4772141e2e9ac35e49b,1023,5.9976
base,ea8e346b2141d51c6dec3af9cdb40060,1023,8.0354
base,f05512f10ae880a9b65f7fb161cbdfd6,972,6.1029
base,678d002fd0a167d16ba1baa90b9ff8f5,353,7.6571
base,ca4b97015e7c8f52d9f45cd897dc4e0c,493,13.519
base,ec42d6e4769362003b4c51b2c77db053,1023,3.618
base,ef2462f2c3a7e2d1b8b2776dcef4cc93,730,4.2886
base,107927b4f183de1c50e337bdf0dd3e19,1023,8.5796
base,19124aa52057551321ac1b879dfe2bb4,1023,6.202
base,cd64ce40b87eeaf480bcf9734b8eee2f,796,8.2117
base,bc84b05f6f366e36021771d57187bd4c,1023,9.728
base,c012c2a1228a44059750030f3cedf50c,1023,11.4647
base,f9c66891c73a1a6850546540e5c60114,1023,7.7286
base,4664ee924a469a7388e970daf11a708f,1023,2.6289
base,067867a1c6ec5dbe6e6b6f225c628db9,369,7.4437
base,726ec0838466c34a690b47334ad90c3b,1023,7.9306
base,29aaf8b532efb835c7d8d22121695426,1023,8.6626
base,46d2f48f60cda28117db9590396959ba,1023,10.7002
base,fc0f29086c476c6c14899c5cd5b34693,1023,8.4082
base,3b154c198ddbde278f18ba02a5e10175,1023,13.5339
base,7a80037de47e09d970ee68881493e4c2,1023,4.2181
base,90b1766648cccf0086bad24c8ea10c40,1023,7.879
base,420a73d97e91e142694f6413a7d3150d,319,7.0488
