run,id,model,kind,tipo_documento,arquivo,target,answer,exact_match,target_ppl
1,1,base,pr,,9a2a8026e2b9531d4f2e24d182e8971c.txt,Auxiliar de Atividade Educacional 1,A função exata para a qual a servidora Maria Alice de Carvalho Serio foi contratada é a,1,46.1999
1,2,base,pr,,72fabea47a883cedcb80e8ad7736f78f.txt,"R$ 61.600,00",O valor total estimado para a prestação de serviços de dedetização é de R$ 1.00,0,5.0743
1,3,base,pr,,84e1be7c07ac38859be563c063917dc2.txt,"R$ 108.675,60",15% da LC 141/2012 é 15% da receita com,0,8.0138
1,4,base,pr,,803ca9056a85630b1d63e294b1a84005.txt,Chefe de Departamento de Assistência Farmacêutica,Thais Meneses Freitas foi nomeada para exercer na Secretaria Municipal de Saúde.,0,9.152
1,5,base,pr,,805de53b2723e5fb733545e1ea2b0540.txt,35,10010000000000000000000,0,95.0509
1,6,base,pr,,7f1acefb6915072ce9b7e488ef1e9655.txt,GT ENGENHARIA E PROJETOS LTDA.,"A empresa declarada apta a contratar com a Administração Pública é a ""Casa de Cultura e",1,19.6191
1,7,base,pr,,8ac5b4cbc28019e2c1b298f10e441f1c.txt,Edivan Pereira de Miranda,O cidadão que foi nomeado para exercer o cargo em comissão de Secretário Municipal da Cidade,0,129.2509
1,8,base,pr,,8af8d1f6f5d1cbca33f70d8ce819b317.txt,Comarca de Esperantina,"A Prefeitura de Joaquim Pires, por meio da Secretaria de Administração e Serviços",0,32.3821
1,9,base,pr,,8af058a6d855085dd09ba40dba41fb02.txt,Portaria N 98/2025,10001/2019,0,24.3838
1,10,base,pr,,8ed36549e4eb15741c12227323135ad0.txt,"2.341,00","O valor unitário final registrado para o ""Item 4"" (Alternador para veículo pesado, aplicação Ive",0,9.7327
1,11,base,pr,,9a2a8026e2b9531d4f2e24d182e8971c.txt,40,"30 horas semanais.

Ainda de acordo com o contrato de prestação de serviços temporários de ma",0,62.2638
1,12,base,pr,,72fabea47a883cedcb80e8ad7736f78f.txt,TARCISIO SOUSA E SILVA SOCIEDADE INDIVIDUAL DE ADVOCACIA,"A sociedade individual de advocacia contratada por inexigibilidade é a ""Adecco Dom Inocêncio",0,13.0327
1,13,base,pr,,84e1be7c07ac38859be563c063917dc2.txt,06.554.380/0001-92,00000000000000000000000,0,5.6917
1,14,base,pr,,803ca9056a85630b1d63e294b1a84005.txt,Francisco Savio Canuto Carvalho,O profissional que foi nomeado para o cargo de Chefe de Departamento de Recursos Humanos Municipal de Saúde,1,75.4544
1,15,base,pr,,805de53b2723e5fb733545e1ea2b0540.txt,"R$ 517.927,50",O valor total exato orçado para o Pregão Eletrônico nº 009/2,0,8.911
1,16,base,pr,,7f1acefb6915072ce9b7e488ef1e9655.txt,90 (noventa) dias,O prazo de vigência do contrato com base na Lei Federal nº 14.133/20,0,41.2974
1,17,base,pr,,8ac5b4cbc28019e2c1b298f10e441f1c.txt,GILBERTO SARAIVA RIBEIRO,"O nome do assessor técnico vinculado ao Gabinete foi o de José Carlos de Oliveira, que foi nomeado",1,36.5981
1,18,base,pr,,8af8d1f6f5d1cbca33f70d8ce819b317.txt,VISITADOR SOCIAL,A atribuição específica/cargo a contratada exercerá é a de engenheiro civil.,1,1069.6963
1,19,base,pr,,8af058a6d855085dd09ba40dba41fb02.txt,Portaria N 95/2025,"1001/2025
O número da portaria municipal que dispõe sobre a nome",0,8.1625
1,20,base,pr,,8ed36549e4eb15741c12227323135ad0.txt,TABULEIRO,"A marca registrada é ""Algema"" e o modelo listado para o ""Item 3"" (Alg",0,6220.9192
1,21,base,pr,,daea27a52f683df99fdc0c95dd64c332.txt,"118.000,00","1.000.000,00
A Dotação Atualizada é a quantidade de",0,4.9529
1,22,base,pr,,dd9eb5043eb40cbef43ae875d2d31456.txt,NEVES E NEVES PERITOS ASSOCIADOS LTDA,A empresa contratada foi a Sistemas de Controle de Serviços de Gestão de Serviços Púb,1,102.5517
1,23,base,pr,,f5c1b76d1b4bfa063c65bedda6feabfc.txt,DEUSA DE ARAUJO VIANA,A cidadã que foi nomeada para exercer a função de Secretária das Relações Institucionais e Soc,0,84.0134
1,24,base,pr,,f38dfd4a502822b4166109c8996caf37.txt,30.000 BTUs,"1000 BTU

O que é a capacidade térmica mínima do sistema de Ar Cond",0,6.4358
1,25,base,pr,,f888826b761a5c6cde366bb97c8666c8.txt,"MARCOS ALESSANDRO ARAUJO PEREIRA-ME ""CLINICA ODONTOLOGICA ARTE EM DENTES""","A empresa contratada é a Prefeitura de João Costa, com sede em João Costa, e a razão social",0,20.9449
1,26,base,pr,,c9ee3969a1ead10001dc4a869bf0ce6b.txt,"R$ 15.709,00",O valor fixado para cada uma das 12 parcelas mensais e sucessivas a serem pagas à,0,6.9766
1,27,base,pr,,d73d4af25f5364dd8c8e04ce8051edaa.txt,Rita de Cassia Leal Barbosa,"O primeiro nome classificado sob a atividade específica de Linguagem é o advogado José Carlos de Oliveira, que",0,69.6705
1,28,base,pr,,d81fd8fa0bc280cfedf50ecf41306916.txt,0,O valor exato do desconto que foi aplicado em 31 de Dezembro de 2024,0,807.1296
1,29,base,pr,,d3422c832f17f64db691db01ba9c7836.txt,ISABELA MAGNAGNAGNO,"A Prefeitura de Curimatá, através da Secretaria Municipal de Administração, contratou a Engen",0,143.6844
